Date,Product,City,Quantity,Price per Unit ($),Total Price ($),Payment Method,Discount ($),Final Price ($)
2023-11-08,Headphones,Los Angeles,12,171.39,2056.68,Debit Card,24.03,2032.65
2023-06-04,Headphones,Chicago,9,1322.94,11906.46,Credit Card,3295.57,8610.89
2023-12-08,Laptop,Chicago,16,1425.31,22804.96,Cash,1496.14,21308.82
2023-12-22,Smartphone,Los Angeles,10,408.09,4080.9,Credit Card,16.67,4064.23
2023-02-24,Headphones,Houston,17,765.54,13014.18,Cash,1436.14,11578.04
2023-02-22,Smartphone,Houston,20,515.37,10307.4,Cash,1308.88,8998.52
2023-03-23,Monitor,Chicago,19,1526.25,28998.75,Credit Card,3010.99,25987.76
2023-04-16,Tablet,Phoenix,16,489.55,7832.8,Credit Card,836.36,6996.44
2023-09-09,Smartphone,New York,9,1983.02,17847.18,Credit Card,3338.24,14508.94
2023-02-13,Monitor,New York,17,386.55,6571.35,Debit Card,1965.52,4605.83
2023-12-30,Tablet,Houston,13,1768.21,22986.73,Cash,4490.01,18496.72
2023-05-26,Keyboard,Houston,15,192.28,2884.2,Credit Card,78.94,2805.26
2023-08-27,Smartphone,Houston,2,1076.42,2152.84,Online Payment,450.28,1702.56
2023-08-30,Headphones,Chicago,11,1403.16,15434.76,Debit Card,3703.65,11731.11
2023-01-05,Laptop,Chicago,5,1021.42,5107.1,Bank Transfer,614.3,4492.8
2023-08-14,Tablet,Chicago,1,937.45,937.45,Bank Transfer,39.89,897.56
2023-09-12,Laptop,Chicago,11,1787.67,19664.37,Online Payment,4734.95,14929.42
2023-11-30,Tablet,Chicago,5,1181.31,5906.55,Debit Card,44.51,5862.04
2023-03-16,Monitor,Chicago,18,1810.26,32584.68,Online Payment,6943.13,25641.55
2023-02-10,Laptop,Los Angeles,17,1493.31,25386.27,Debit Card,2153.24,23233.03
2023-10-27,Keyboard,Los Angeles,4,286.15,1144.6,Credit Card,6.9,1137.7
2023-02-03,Laptop,Los Angeles,20,678.52,13570.4,Cash,891.7,12678.7
2023-05-29,Monitor,Chicago,16,195.15,3122.4,Debit Card,438.88,2683.52
2023-10-23,Keyboard,New York,2,328.95,657.9,Cash,129.94,527.96
2023-12-14,Monitor,Chicago,12,593.21,7118.52,Credit Card,624.01,6494.51
2023-11-09,Keyboard,New York,19,1984.9,37713.1,Online Payment,6773.43,30939.67
2023-06-29,Laptop,New York,19,99.5,1890.5,Online Payment,55.15,1835.35
2023-09-21,Tablet,Los Angeles,12,1382.54,16590.48,Credit Card,2486.5,14103.98
2023-09-04,Laptop,Los Angeles,11,457.37,5031.07,Debit Card,439.52,4591.55
2023-04-21,Monitor,Los Angeles,14,162.94,2281.16,Credit Card,3.53,2277.63
2023-12-21,Mouse,Los Angeles,12,1670.13,20041.56,Debit Card,3806.16,16235.4
2023-12-03,Smartphone,Houston,20,940.21,18804.2,Bank Transfer,3715.06,15089.14
2023-09-29,Keyboard,Houston,12,1560.42,18725.04,Bank Transfer,5552.46,13172.58
2023-09-03,Laptop,Houston,5,1504.83,7524.15,Credit Card,2231.95,5292.2
2023-02-10,Keyboard,Houston,8,502.96,4023.68,Cash,424.92,3598.76
2023-04-25,Keyboard,Los Angeles,13,618.56,8041.28,Cash,1505.95,6535.33
2023-01-06,Keyboard,Phoenix,15,1124.02,16860.3,Credit Card,3429.05,13431.25
2023-03-06,Monitor,New York,15,830.87,12463.05,Credit Card,3564.17,8898.88
2023-08-23,Mouse,Los Angeles,1,816.81,816.81,Credit Card,11.25,805.56
2023-02-10,Mouse,Phoenix,12,972.44,11669.28,Bank Transfer,171.68,11497.6
2023-06-20,Laptop,Los Angeles,5,1262.64,6313.2,Credit Card,1538.52,4774.68
2023-03-06,Mouse,Chicago,8,1684.53,13476.24,Cash,1842.7,11633.54
2023-09-12,Laptop,Phoenix,5,1031.96,5159.8,Cash,452.71,4707.09
2023-01-02,Tablet,Los Angeles,12,1731.55,20778.6,Bank Transfer,1185.99,19592.61
2023-05-04,Headphones,Houston,17,843.66,14342.22,Bank Transfer,953.29,13388.93
2023-08-13,Smartphone,Houston,18,827.35,14892.3,Credit Card,415.77,14476.53
2023-04-13,Headphones,Phoenix,5,1081.74,5408.7,Cash,1253.38,4155.32
2023-12-31,Smartphone,Los Angeles,10,1649.32,16493.2,Credit Card,587.95,15905.25
2023-01-05,Headphones,New York,15,872.18,13082.7,Bank Transfer,3723.17,9359.53
2023-06-12,Headphones,New York,12,449.1,5389.2,Cash,57.85,5331.35
2023-07-18,Mouse,Houston,5,399.0,1995.0,Debit Card,270.54,1724.46
2023-01-28,Mouse,Chicago,10,1451.83,14518.3,Cash,89.09,14429.21
2023-06-27,Tablet,Chicago,17,991.28,16851.76,Debit Card,4214.12,12637.64
2023-08-04,Mouse,Phoenix,5,1344.73,6723.65,Bank Transfer,112.48,6611.17
2023-04-16,Mouse,Chicago,13,1440.5,18726.5,Credit Card,3302.27,15424.23
2023-11-16,Headphones,Los Angeles,1,936.13,936.13,Credit Card,209.26,726.87
2023-05-19,Monitor,Phoenix,7,1129.31,7905.17,Online Payment,1572.08,6333.09
2023-09-05,Mouse,Los Angeles,13,861.41,11198.33,Bank Transfer,2404.06,8794.27
2023-03-31,Tablet,Chicago,12,134.65,1615.8,Cash,258.5,1357.3
2023-01-14,Laptop,Houston,12,66.69,800.28,Online Payment,198.83,601.45
2023-05-19,Laptop,Chicago,11,1289.64,14186.04,Online Payment,1841.71,12344.33
2023-08-18,Mouse,Houston,12,1962.1,23545.2,Cash,5002.35,18542.85
2023-12-16,Laptop,Phoenix,2,820.15,1640.3,Debit Card,65.22,1575.08
2023-12-21,Smartphone,Phoenix,5,1559.58,7797.9,Online Payment,460.6,7337.3
2023-09-04,Keyboard,Los Angeles,11,1190.6,13096.6,Bank Transfer,1435.36,11661.24
2023-11-16,Monitor,Houston,10,354.99,3549.9,Debit Card,872.98,2676.92
2023-05-04,Laptop,Chicago,8,1925.71,15405.68,Credit Card,2427.02,12978.66
2023-09-12,Smartphone,Houston,17,959.1,16304.7,Online Payment,3485.35,12819.35
2023-10-13,Tablet,Houston,8,1323.2,10585.6,Debit Card,1253.3,9332.3
2023-02-12,Tablet,New York,10,1622.32,16223.2,Cash,2788.3,13434.9
2023-06-23,Monitor,Houston,7,1987.43,13912.01,Cash,4043.43,9868.58
2023-09-25,Monitor,New York,10,93.16,931.6,Cash,56.48,875.12
2023-10-07,Mouse,Houston,6,77.4,464.4,Debit Card,102.04,362.36
2023-10-24,Tablet,Chicago,13,1970.68,25618.84,Bank Transfer,295.2,25323.64
2023-04-20,Mouse,Los Angeles,7,1958.8,13711.6,Credit Card,841.4,12870.2
2023-03-16,Laptop,Chicago,9,72.95,656.55,Bank Transfer,0.6,655.95
2023-01-11,Smartphone,Houston,8,1575.29,12602.32,Credit Card,415.78,12186.54
2023-01-02,Laptop,Chicago,11,301.16,3312.76,Online Payment,992.99,2319.77
2023-12-18,Laptop,Chicago,19,873.84,16602.96,Bank Transfer,4494.94,12108.02
2023-06-30,Tablet,New York,10,242.12,2421.2,Credit Card,450.82,1970.38
2023-04-06,Monitor,Chicago,10,1043.35,10433.5,Bank Transfer,2703.87,7729.63
2023-06-05,Mouse,New York,9,1945.93,17513.37,Cash,2489.4,15023.97
2023-07-21,Smartphone,Los Angeles,12,1597.75,19173.0,Bank Transfer,2608.85,16564.15
2023-02-28,Monitor,Los Angeles,4,655.87,2623.48,Online Payment,137.84,2485.64
2023-02-25,Monitor,New York,3,1090.29,3270.87,Bank Transfer,489.38,2781.49
2023-09-20,Laptop,New York,16,1359.85,21757.6,Bank Transfer,3183.88,18573.72
2023-05-01,Monitor,Phoenix,15,1714.73,25720.95,Credit Card,7301.47,18419.48
2023-02-24,Mouse,Houston,10,879.9,8799.0,Debit Card,1987.48,6811.52
2023-02-27,Keyboard,Phoenix,5,992.86,4964.3,Online Payment,1062.54,3901.76
2023-12-17,Smartphone,Los Angeles,7,325.06,2275.42,Bank Transfer,609.33,1666.09
2023-06-03,Smartphone,Los Angeles,9,1358.66,12227.94,Debit Card,3362.06,8865.88
2023-07-13,Keyboard,Houston,9,769.73,6927.57,Cash,1418.93,5508.64
2023-11-21,Tablet,Los Angeles,20,1782.16,35643.2,Bank Transfer,1071.08,34572.12
2023-12-11,Mouse,Los Angeles,4,1078.86,4315.44,Online Payment,357.48,3957.96
2023-07-31,Smartphone,Houston,4,397.35,1589.4,Bank Transfer,343.66,1245.74
2023-09-18,Laptop,Chicago,1,74.75,74.75,Bank Transfer,10.15,64.6
2023-12-03,Mouse,Los Angeles,4,1942.99,7771.96,Debit Card,965.63,6806.33
2023-07-04,Headphones,Phoenix,7,422.41,2956.87,Online Payment,867.28,2089.59
2023-07-02,Laptop,New York,6,1636.67,9820.02,Online Payment,1382.2,8437.82
2023-12-18,Headphones,Chicago,16,1937.37,30997.92,Debit Card,337.58,30660.34
2023-11-25,Smartphone,Houston,16,970.14,15522.24,Credit Card,3103.18,12419.06
2023-08-10,Headphones,New York,14,360.56,5047.84,Online Payment,1315.9,3731.94
2023-11-12,Tablet,Los Angeles,2,1754.84,3509.68,Bank Transfer,201.4,3308.28
2023-07-24,Headphones,New York,11,789.62,8685.82,Bank Transfer,1703.15,6982.67
2023-12-10,Smartphone,Houston,4,964.34,3857.36,Debit Card,481.58,3375.78
2023-04-18,Smartphone,Phoenix,13,1352.62,17584.06,Bank Transfer,1421.65,16162.41
2023-12-15,Laptop,Chicago,2,1673.62,3347.24,Cash,427.53,2919.71
2023-09-12,Mouse,Houston,3,667.21,2001.63,Debit Card,508.92,1492.71
2023-03-19,Keyboard,Phoenix,13,1513.34,19673.42,Debit Card,1768.71,17904.71
2023-12-07,Tablet,Phoenix,11,1138.14,12519.54,Online Payment,2069.16,10450.38
2023-11-08,Laptop,New York,6,371.31,2227.86,Bank Transfer,395.91,1831.95
2023-01-20,Monitor,Los Angeles,14,610.91,8552.74,Online Payment,2311.74,6241.0
2023-01-07,Smartphone,Houston,13,781.33,10157.29,Debit Card,1872.47,8284.82
2023-10-03,Keyboard,Houston,8,1207.42,9659.36,Credit Card,2693.62,6965.74
2023-06-04,Mouse,Houston,11,1912.39,21036.29,Debit Card,2646.12,18390.17
2023-09-02,Laptop,Chicago,10,124.25,1242.5,Debit Card,6.55,1235.95
2023-06-05,Headphones,Los Angeles,15,1056.74,15851.1,Bank Transfer,1057.47,14793.63
2023-11-23,Mouse,Chicago,3,1613.19,4839.57,Debit Card,1096.03,3743.54
2023-12-09,Laptop,New York,9,313.21,2818.89,Credit Card,203.3,2615.59
2023-10-09,Keyboard,Chicago,20,1950.53,39010.6,Debit Card,1558.99,37451.61
2023-11-28,Mouse,Los Angeles,6,1784.6,10707.6,Cash,2784.63,7922.97
2023-10-24,Smartphone,Houston,16,1539.99,24639.84,Debit Card,2542.91,22096.93
2023-06-19,Mouse,Los Angeles,10,30.01,300.1,Bank Transfer,84.46,215.64
2023-11-12,Monitor,Chicago,15,620.21,9303.15,Debit Card,126.84,9176.31
2023-04-14,Laptop,Chicago,3,1381.77,4145.31,Bank Transfer,58.14,4087.17
2023-01-05,Mouse,New York,12,1531.29,18375.48,Bank Transfer,1133.74,17241.74
2023-12-09,Keyboard,Los Angeles,6,775.35,4652.1,Online Payment,610.24,4041.86
2023-02-27,Laptop,New York,8,1059.78,8478.24,Debit Card,2127.3,6350.94
2023-09-18,Laptop,New York,20,1479.8,29596.0,Online Payment,1492.88,28103.12
2023-11-18,Laptop,Houston,3,1902.02,5706.06,Cash,226.97,5479.09
2023-10-01,Smartphone,Phoenix,4,465.69,1862.76,Bank Transfer,226.65,1636.11
2023-06-23,Laptop,Phoenix,17,110.71,1882.07,Credit Card,550.52,1331.55
2023-12-07,Mouse,Phoenix,7,518.8,3631.6,Credit Card,423.79,3207.81
2023-10-11,Keyboard,Los Angeles,8,489.99,3919.92,Online Payment,916.03,3003.89
2023-07-10,Monitor,Los Angeles,15,1916.0,28740.0,Bank Transfer,3857.79,24882.21
2023-02-23,Laptop,Chicago,5,513.82,2569.1,Credit Card,152.9,2416.2
2023-03-31,Headphones,Houston,3,609.3,1827.9,Credit Card,350.86,1477.04
2023-04-23,Keyboard,Los Angeles,13,25.71,334.23,Debit Card,18.97,315.26
2023-06-04,Headphones,New York,14,1096.59,15352.26,Online Payment,257.04,15095.22
2023-05-28,Headphones,Los Angeles,16,886.96,14191.36,Credit Card,1205.66,12985.7
2023-07-06,Monitor,Chicago,4,1087.95,4351.8,Online Payment,284.34,4067.46
2023-05-18,Monitor,Los Angeles,9,1799.9,16199.1,Debit Card,1953.22,14245.88
2023-04-01,Tablet,Houston,5,1698.35,8491.75,Credit Card,390.78,8100.97
2023-04-02,Headphones,Los Angeles,13,1493.23,19411.99,Online Payment,4597.57,14814.42
2023-06-02,Smartphone,New York,10,331.87,3318.7,Online Payment,698.17,2620.53
2023-03-12,Keyboard,New York,4,231.85,927.4,Cash,79.47,847.93
2023-06-26,Smartphone,Los Angeles,9,315.15,2836.35,Online Payment,586.87,2249.48
2023-01-06,Keyboard,Phoenix,17,1695.47,28822.99,Bank Transfer,4439.29,24383.7
2023-05-26,Monitor,Phoenix,1,1024.6,1024.6,Debit Card,276.78,747.82
2023-06-12,Mouse,Chicago,10,1463.63,14636.3,Cash,2575.8,12060.5
2023-03-26,Headphones,New York,13,1570.25,20413.25,Debit Card,3420.06,16993.19
2023-02-11,Mouse,Los Angeles,4,1592.1,6368.4,Online Payment,8.37,6360.03
2023-05-30,Monitor,New York,7,114.14,798.98,Cash,128.42,670.56
2023-08-23,Laptop,Houston,6,231.67,1390.02,Cash,387.94,1002.08
2023-01-03,Mouse,New York,11,363.24,3995.64,Credit Card,1140.96,2854.68
2023-11-06,Mouse,Houston,14,1010.26,14143.64,Cash,2230.96,11912.68
2023-09-26,Tablet,Chicago,18,1412.15,25418.7,Online Payment,7458.95,17959.75
2023-11-07,Mouse,Chicago,15,976.51,14647.65,Bank Transfer,569.31,14078.34
2023-09-09,Headphones,Phoenix,9,921.83,8296.47,Cash,34.42,8262.05
2023-01-14,Tablet,Chicago,14,317.22,4441.08,Bank Transfer,123.14,4317.94
2023-01-07,Headphones,New York,1,753.4,753.4,Cash,203.51,549.89
2023-04-14,Headphones,Phoenix,5,1182.56,5912.8,Online Payment,1262.06,4650.74
2023-06-15,Keyboard,Houston,5,605.42,3027.1,Credit Card,237.34,2789.76
2023-09-09,Keyboard,Chicago,16,124.5,1992.0,Bank Transfer,577.0,1415.0
2023-08-28,Tablet,Houston,6,425.02,2550.12,Bank Transfer,177.85,2372.27
2023-07-21,Laptop,Los Angeles,13,1654.64,21510.32,Cash,6077.45,15432.87
2023-05-28,Headphones,Houston,18,1103.47,19862.46,Bank Transfer,3086.04,16776.42
2023-12-10,Headphones,Los Angeles,14,313.27,4385.78,Credit Card,81.18,4304.6
2023-09-23,Headphones,New York,19,683.06,12978.14,Debit Card,3864.24,9113.9
2023-06-29,Keyboard,Houston,7,267.78,1874.46,Credit Card,410.66,1463.8
2023-11-05,Tablet,Chicago,20,662.04,13240.8,Debit Card,2851.19,10389.61
2023-11-05,Smartphone,Houston,16,1094.9,17518.4,Debit Card,4880.31,12638.09
2023-07-27,Monitor,New York,6,305.13,1830.78,Bank Transfer,487.28,1343.5
2023-11-09,Keyboard,Chicago,16,1731.84,27709.44,Debit Card,6270.26,21439.18
2023-05-16,Keyboard,Houston,15,541.79,8126.85,Credit Card,1348.8,6778.05
2023-03-23,Laptop,Chicago,14,629.21,8808.94,Debit Card,321.76,8487.18
2023-07-03,Keyboard,Phoenix,13,1313.41,17074.33,Credit Card,1122.85,15951.48
2023-01-31,Tablet,Phoenix,6,1261.52,7569.12,Cash,521.73,7047.39
2023-08-16,Mouse,Phoenix,13,1393.65,18117.45,Debit Card,593.53,17523.92
2023-02-20,Keyboard,Los Angeles,20,867.48,17349.6,Debit Card,1518.16,15831.44
2023-10-28,Mouse,Los Angeles,20,1089.43,21788.6,Credit Card,3474.52,18314.08
2023-09-26,Tablet,Chicago,2,1646.88,3293.76,Credit Card,162.14,3131.62
2023-11-30,Headphones,Phoenix,9,208.24,1874.16,Bank Transfer,374.37,1499.79
2023-01-27,Monitor,Chicago,13,1566.44,20363.72,Bank Transfer,5038.57,15325.15
2023-05-26,Mouse,Phoenix,7,1633.39,11433.73,Online Payment,1559.11,9874.62
2023-03-29,Keyboard,Chicago,9,1167.65,10508.85,Bank Transfer,1153.37,9355.48
2023-04-13,Mouse,Phoenix,11,466.36,5129.96,Online Payment,890.62,4239.34
2023-11-02,Keyboard,Houston,1,1097.41,1097.41,Bank Transfer,61.26,1036.15
2023-06-19,Laptop,Los Angeles,3,552.1,1656.3,Online Payment,176.15,1480.15
2023-11-16,Mouse,Houston,6,1932.44,11594.64,Online Payment,1941.95,9652.69
2023-08-31,Mouse,New York,20,776.01,15520.2,Bank Transfer,647.68,14872.52
2023-03-28,Monitor,Chicago,17,31.9,542.3,Credit Card,12.12,530.18
2023-09-05,Mouse,Phoenix,10,1201.81,12018.1,Bank Transfer,760.33,11257.77
2023-10-15,Headphones,New York,12,1052.19,12626.28,Bank Transfer,1735.76,10890.52
2023-03-04,Tablet,Phoenix,15,885.46,13281.9,Credit Card,674.98,12606.92
2023-04-25,Laptop,New York,15,1676.49,25147.35,Cash,1606.83,23540.52
2023-01-09,Keyboard,New York,7,513.46,3594.22,Online Payment,318.23,3275.99
2023-11-13,Keyboard,Phoenix,19,1108.13,21054.47,Bank Transfer,2449.8,18604.67
2023-02-16,Smartphone,Houston,2,1243.82,2487.64,Debit Card,450.25,2037.39
2023-07-18,Monitor,New York,15,1818.3,27274.5,Bank Transfer,2343.61,24930.89
2023-04-27,Monitor,Chicago,17,47.14,801.38,Credit Card,218.29,583.09
2023-12-29,Smartphone,Los Angeles,2,1744.9,3489.8,Credit Card,50.47,3439.33
2023-05-27,Laptop,Houston,2,1993.83,3987.66,Bank Transfer,1013.04,2974.62
2023-11-23,Headphones,Los Angeles,15,823.35,12350.25,Credit Card,759.08,11591.17
2023-07-20,Mouse,Phoenix,2,1698.62,3397.24,Bank Transfer,712.86,2684.38
2023-11-30,Mouse,Chicago,15,989.08,14836.2,Credit Card,568.47,14267.73
2023-10-13,Tablet,Chicago,6,1613.27,9679.62,Credit Card,1135.87,8543.75
2023-12-24,Mouse,Phoenix,20,778.11,15562.2,Online Payment,1249.08,14313.12
2023-10-09,Monitor,Los Angeles,19,186.36,3540.84,Debit Card,587.93,2952.91
2023-09-03,Headphones,Houston,1,184.42,184.42,Online Payment,11.75,172.67
2023-01-03,Headphones,Houston,11,1962.22,21584.42,Online Payment,5711.77,15872.65
2023-01-17,Smartphone,New York,19,1776.35,33750.65,Bank Transfer,3612.91,30137.74
2023-12-05,Headphones,Chicago,16,1557.53,24920.48,Cash,7345.55,17574.93
2023-09-28,Laptop,Los Angeles,13,34.41,447.33,Online Payment,86.05,361.28
2023-01-04,Laptop,New York,18,1459.46,26270.28,Bank Transfer,410.12,25860.16
2023-04-09,Keyboard,New York,5,113.51,567.55,Cash,107.51,460.04
2023-09-07,Monitor,Chicago,20,208.65,4173.0,Bank Transfer,300.36,3872.64
2023-11-03,Monitor,Chicago,2,196.18,392.36,Credit Card,48.02,344.34
2023-07-27,Headphones,Chicago,6,392.41,2354.46,Credit Card,637.58,1716.88
2023-06-29,Mouse,Los Angeles,6,248.71,1492.26,Debit Card,285.28,1206.98
2023-06-27,Laptop,Chicago,3,1913.64,5740.92,Credit Card,118.06,5622.86
2023-09-03,Headphones,Los Angeles,13,1755.18,22817.34,Debit Card,1178.39,21638.95
2023-10-07,Tablet,Phoenix,17,1212.47,20611.99,Debit Card,4805.34,15806.65
2023-07-22,Mouse,Houston,13,83.66,1087.58,Bank Transfer,61.17,1026.41
2023-12-14,Monitor,New York,3,1807.1,5421.3,Bank Transfer,194.22,5227.08
2023-10-03,Mouse,New York,20,669.54,13390.8,Online Payment,1866.99,11523.81
2023-04-03,Smartphone,Phoenix,10,1226.88,12268.8,Cash,362.96,11905.84
2023-07-24,Keyboard,Phoenix,10,187.56,1875.6,Debit Card,368.23,1507.37
2023-02-03,Headphones,New York,3,1552.66,4657.98,Debit Card,150.77,4507.21
2023-05-15,Keyboard,New York,2,1538.19,3076.38,Credit Card,615.84,2460.54
2023-07-02,Laptop,New York,9,297.71,2679.39,Credit Card,588.33,2091.06
2023-03-19,Monitor,New York,15,1036.68,15550.2,Credit Card,1871.3,13678.9
2023-08-08,Mouse,Phoenix,16,502.39,8038.24,Cash,844.25,7193.99
2023-04-27,Monitor,Los Angeles,7,1317.07,9219.49,Online Payment,2190.5,7028.99
2023-06-28,Tablet,Chicago,5,220.35,1101.75,Bank Transfer,158.11,943.64
2023-08-07,Headphones,Houston,20,1654.86,33097.2,Bank Transfer,5239.77,27857.43
2023-03-11,Keyboard,New York,16,163.53,2616.48,Online Payment,386.65,2229.83
2023-12-13,Laptop,Phoenix,18,87.16,1568.88,Cash,19.14,1549.74
2023-10-23,Headphones,Los Angeles,15,952.84,14292.6,Bank Transfer,1206.61,13085.99
2023-04-24,Smartphone,Los Angeles,11,837.74,9215.14,Credit Card,159.16,9055.98
2023-06-22,Tablet,Los Angeles,2,616.74,1233.48,Credit Card,340.99,892.49
2023-01-26,Headphones,Los Angeles,13,972.72,12645.36,Debit Card,626.45,12018.91
2023-08-28,Mouse,Los Angeles,16,1943.35,31093.6,Credit Card,6741.25,24352.35
2023-06-15,Keyboard,Los Angeles,15,1766.12,26491.8,Bank Transfer,6429.48,20062.32
2023-10-19,Headphones,Chicago,18,622.3,11201.4,Cash,586.43,10614.97
2023-01-30,Mouse,Los Angeles,11,1256.67,13823.37,Cash,3111.84,10711.53
2023-08-11,Mouse,Phoenix,3,1605.74,4817.22,Credit Card,268.42,4548.8
2023-06-15,Mouse,Phoenix,18,1412.21,25419.78,Credit Card,3892.49,21527.29
2023-07-08,Monitor,Chicago,2,1269.28,2538.56,Online Payment,708.55,1830.01
2023-08-28,Tablet,New York,3,755.15,2265.45,Bank Transfer,442.72,1822.73
2023-11-16,Tablet,New York,7,305.41,2137.87,Online Payment,566.29,1571.58
2023-06-03,Mouse,Houston,14,118.42,1657.88,Cash,47.64,1610.24
2023-05-23,Mouse,Phoenix,5,710.55,3552.75,Debit Card,958.12,2594.63
2023-03-12,Laptop,Chicago,9,701.46,6313.14,Bank Transfer,1667.86,4645.28
2023-11-04,Smartphone,New York,18,1728.42,31111.56,Credit Card,8901.3,22210.26
2023-01-31,Tablet,New York,1,484.26,484.26,Bank Transfer,45.23,439.03
2023-02-10,Smartphone,Chicago,19,231.57,4399.83,Cash,1018.92,3380.91
2023-03-25,Keyboard,Houston,11,1756.37,19320.07,Bank Transfer,408.69,18911.38
2023-08-05,Monitor,New York,6,1796.89,10781.34,Debit Card,1885.62,8895.72
2023-06-02,Smartphone,Houston,18,53.41,961.38,Bank Transfer,242.49,718.89
2023-06-13,Laptop,Los Angeles,13,1219.62,15855.06,Debit Card,895.85,14959.21
2023-08-29,Smartphone,Los Angeles,12,1338.78,16065.36,Cash,3322.73,12742.63
2023-01-16,Tablet,Los Angeles,19,1842.26,35002.94,Debit Card,1959.01,33043.93
2023-04-21,Monitor,Phoenix,5,1826.68,9133.4,Cash,1000.69,8132.71
2023-10-19,Laptop,New York,15,206.13,3091.95,Online Payment,211.02,2880.93
2023-04-26,Laptop,Phoenix,12,103.11,1237.32,Bank Transfer,118.44,1118.88
2023-09-12,Headphones,Phoenix,20,189.16,3783.2,Cash,140.3,3642.9
2023-08-16,Tablet,Chicago,20,112.48,2249.6,Bank Transfer,478.31,1771.29
2023-01-12,Laptop,Chicago,5,1193.25,5966.25,Bank Transfer,983.56,4982.69
2023-08-09,Mouse,Phoenix,3,1388.88,4166.64,Bank Transfer,765.48,3401.16
2023-04-29,Tablet,New York,9,531.66,4784.94,Debit Card,218.41,4566.53
2023-03-24,Mouse,Los Angeles,4,1415.5,5662.0,Cash,151.49,5510.51
2023-12-24,Keyboard,Los Angeles,6,218.57,1311.42,Credit Card,117.39,1194.03
2023-03-09,Tablet,New York,6,1356.77,8140.62,Credit Card,1302.98,6837.64
2023-09-22,Mouse,Los Angeles,1,1982.1,1982.1,Debit Card,158.62,1823.48
2023-09-19,Monitor,New York,20,1133.25,22665.0,Cash,4312.31,18352.69
2023-06-03,Mouse,Los Angeles,1,1500.43,1500.43,Cash,85.48,1414.95
2023-01-31,Headphones,Phoenix,4,1076.6,4306.4,Bank Transfer,831.66,3474.74
2023-10-01,Keyboard,Los Angeles,5,879.01,4395.05,Online Payment,232.72,4162.33
2023-08-03,Mouse,New York,19,428.57,8142.83,Credit Card,2265.62,5877.21
2023-11-17,Tablet,Phoenix,11,568.34,6251.74,Cash,1434.0,4817.74
2023-10-21,Tablet,Houston,6,1345.26,8071.56,Cash,431.85,7639.71
2023-05-12,Keyboard,New York,6,1737.82,10426.92,Cash,2193.63,8233.29
2023-02-07,Headphones,Phoenix,2,1051.58,2103.16,Credit Card,123.96,1979.2
2023-01-24,Laptop,Houston,18,1525.0,27450.0,Debit Card,4077.96,23372.04
2023-01-18,Tablet,Phoenix,16,205.71,3291.36,Cash,824.07,2467.29
2023-09-03,Mouse,New York,14,823.89,11534.46,Credit Card,3171.73,8362.73
2023-06-01,Keyboard,Los Angeles,4,686.03,2744.12,Credit Card,274.96,2469.16
2023-07-24,Smartphone,Phoenix,9,1706.02,15354.18,Bank Transfer,2157.7,13196.48
2023-02-15,Keyboard,Chicago,19,95.97,1823.43,Cash,177.92,1645.51
2023-07-13,Laptop,Houston,2,1119.61,2239.22,Debit Card,130.65,2108.57
2023-10-24,Monitor,Houston,1,313.88,313.88,Cash,85.36,228.52
2023-05-21,Keyboard,Houston,10,177.18,1771.8,Cash,88.86,1682.94
2023-08-05,Headphones,Chicago,6,1154.79,6928.74,Credit Card,272.29,6656.45
2023-01-25,Tablet,Houston,10,1054.41,10544.1,Credit Card,328.83,10215.27
2023-10-25,Headphones,Los Angeles,5,1277.29,6386.45,Debit Card,1505.03,4881.42
2023-07-13,Monitor,Houston,3,1929.46,5788.38,Credit Card,1273.69,4514.69
2023-11-17,Keyboard,Houston,12,1081.75,12981.0,Credit Card,169.21,12811.79
2023-10-24,Headphones,Los Angeles,7,1448.54,10139.78,Bank Transfer,119.82,10019.96
2023-09-07,Mouse,Phoenix,8,1253.69,10029.52,Bank Transfer,2884.13,7145.39
2023-10-03,Smartphone,Chicago,9,153.15,1378.35,Cash,348.06,1030.29
2023-04-15,Keyboard,New York,10,1306.85,13068.5,Bank Transfer,1729.39,11339.11
2024-01-01,Monitor,New York,18,363.45,6542.1,Online Payment,873.14,5668.96
2023-04-29,Laptop,New York,7,1752.0,12264.0,Online Payment,1956.11,10307.89
2023-11-02,Mouse,Los Angeles,14,620.63,8688.82,Online Payment,2305.29,6383.53
2023-04-19,Smartphone,Chicago,4,579.41,2317.64,Debit Card,452.76,1864.88
2023-12-14,Smartphone,Phoenix,10,1445.2,14452.0,Debit Card,820.58,13631.42
2023-12-26,Keyboard,Chicago,15,1251.15,18767.25,Cash,1515.97,17251.28
2023-09-04,Smartphone,Chicago,17,1900.14,32302.38,Debit Card,8397.42,23904.96
2023-10-22,Smartphone,Chicago,9,1130.85,10177.65,Online Payment,2158.55,8019.1
2023-02-10,Keyboard,Phoenix,12,981.58,11778.96,Debit Card,2438.43,9340.53
2023-02-17,Mouse,New York,12,1424.11,17089.32,Cash,1840.28,15249.04
2023-04-19,Smartphone,Phoenix,15,1751.05,26265.75,Credit Card,6814.78,19450.97
2023-07-12,Smartphone,Houston,4,822.04,3288.16,Debit Card,708.18,2579.98
2023-05-13,Tablet,Chicago,17,491.9,8362.3,Bank Transfer,545.18,7817.12
